Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Unnamed: 7,Venue,Date,Results Score,Year,Mark_Sec
7028,1:45.84,,Antonio Manuel REINA,13 JUN 1981,ESP,6sf3,,"Olympic Stadium, London (GBR)",2012-08-07,1148,2012,105.84
7028,1:45.84,,Charles JOCK,23 NOV 1989,USA,2f1,,Heusden-Zolder (BEL),2013-07-13,1148,2013,105.84
7028,1:45.84,,Rafith RODRÍGUEZ,01 JUN 1989,COL,1,,"Todoroki Stadium, Kawasaki (JPN)",2015-05-10,1148,2015,105.84
7028,1:45.84,,Adam KSZCZOT,02 SEP 1989,POL,3,,"Olympic Stadium, Cheboksary (RUS)",2015-06-21,1148,2015,105.84
7028,1:45.84,,Kevin LÓPEZ,12 JUN 1990,ESP,4sf1,,"National Stadium, Beijing (CHN)",2015-08-23,1148,2015,105.84
7028,1:45.84,,David RUDISHA,17 DEC 1988,KEN,1,,"National Stadium, Beijing (CHN)",2015-08-25,1148,2015,105.84
7028,1:45.84,,Robert BIWOTT,28 JAN 1996,KEN,2,,"Shanghai Stadium, Shanghai (CHN)",2016-05-14,1148,2016,105.84
7028,1:45.84,,Elliot GILES,26 MAY 1994,GBR,9,,"FBK Stadium, Hengelo (NED)",2018-06-03,1148,2018,105.84
7028,1:45.84,,Job KINYOR,08 MAY 1990,KEN,6,,"Stade Raymond Petit, Tomblaine (FRA)",2018-06-27,1148,2018,105.84
7028,1:45.84,,Gabriel TUAL,09 APR 1998,FRA,9,,"Stade Charléty, Paris (FRA)",2019-08-24,1148,2019,105.84
7028,1:45.84,,Collins KIPRUTO,12 APR 1994,KEN,1sf1,,"Nyayo National Stadium, Nairobi (KEN)",2021-05-28,1148,2021,105.84
7028,1:45.84,,Alex AMANKWA,02 MAR 1992,GHA,1,,"EHS, Alexandria, VA (USA)",2021-07-29,1148,2021,105.84
7028,1:45.84,,Abel KIPSANG,22 NOV 1996,KEN,1f3,,"Nyayo National Stadium, Nairobi (KEN)",2022-03-05,1148,2022,105.84
7028,1:45.84,,Daniel ROWDEN,09 SEP 1997,GBR,3f1,,"Sollentunavallen, Sollentuna (SWE)",2022-06-12,1148,2022,105.84
7028,1:45.84,,Alberto GUERRERO,04 APR 1995,ESP,3f1,,Castellón (ESP),2022-06-16,1148,2022,105.84
7028,1:45.84,,Jesus Tonatiu LOPEZ,02 AUG 1997,MEX,1,,"Helmántico, Salamanca (ESP)",2023-06-03,1148,2023,105.84
7028,1:45.84,,Elias NGENY,04 MAY 1996,KEN,8f1,,"Estadio Vallehermoso, Madrid (ESP)",2023-07-22,1148,2023,105.84
7028,1:45.84,,Mariano GARCÍA,25 SEP 1997,ESP,5,,"Stadio Quercia, Rovereto (ITA)",2023-09-06,1148,2023,105.84
7028,1:45.84,,Jakub DUDYCHA,05 SEP 2005,CZE,7,,"Sports Park Mladost, Zagreb (CRO)",2023-09-10,1148,2023,105.84
7028,1:45.84,,Rynard SWANEPOEL,2002,RSA,1f3,,"Kentner Stadium Wake Forest University, Winston Salem, NC (USA)",2024-04-19,1148,2024,105.84
7028,1:45.84,,Pieter SISK,08 DEC 1999,BEL,2f12,,"Carl-Kaufmann-Stadion, Karlsruhe (GER)",2024-05-11,1148,2024,105.84
7028,1:45.84,,Simone BARONTINI,05 JAN 1999,ITA,1,,"Campo Montagna, La Spezia (ITA)",2024-06-30,1148,2024,105.84
7028,1:45.84,,Finley MCLEAR,25 MAY 2000,GBR,3,,"Munster Technological University Track, Cork (IRL)",2024-07-09,1148,2024,105.84
7083,1:45.85,,Mark BELGER,06 SEP 1956,USA,2,,"Champaign, IL (USA)",1977-06-04,1148,1977,105.85
7083,1:45.85,,Sebastian COE,29 SEP 1956,GBR,2,,"Lenin Stadium, Moskva (URS)",1980-07-26,1148,1980,105.85
7083,1:45.85,,Chris MCGEORGE,13 JAN 1962,GBR,5,,Oslo (NOR),1984-07-21,1148,1984,105.85
7083,1:45.85,,Piotr PIEKARSKI,10 APR 1964,POL,1,,Bydgoszcz (POL),1985-08-04,1148,1985,105.85
7083,1:45.85,,Ari SUHONEN,19 DEC 1965,FIN,1,,Lapinlahti (FIN),1987-06-19,1148,1987,105.85
7083,1:45.85,,Ocky CLARK,14 NOV 1960,USA,2,,Pireaus (GRE) (i),1989-03-08,1205,1989,105.85
7083,1:45.85,,Nixon KIPROTICH,04 DEC 1962,KEN,1,,Granada (ESP),1990-05-26,1148,1990,105.85
7083,1:45.85,,Robert KIBET,15 DEC 1965,KEN,4f1,,Lausanne (SUI),1991-07-10,1148,1991,105.85
7083,1:45.85,,David STRANG,13 DEC 1968,GBR,4,,Dijon (FRA),1992-06-13,1148,1992,105.85
7083,1:45.85,,Ari SUHONEN,19 DEC 1965,FIN,4f2,,Zürich (SUI),1993-08-04,1148,1993,105.85
7083,1:45.85,,Charles NKAZAMYAMPI,01 NOV 1964,BDI,8,,"Stade Louis II, Monaco (MON)",1994-08-02,1148,1994,105.85
7083,1:45.85,,Nico MOTCHEBON,13 NOV 1969,GER,7f1,,Oslo (NOR),1995-07-21,1148,1995,105.85
7083,1:45.85,,Alex MORGAN,27 DEC 1972,JAM,1,,Kvarnsveden (SWE),1995-07-28,1148,1995,105.85
7083,1:45.85,,Andrea BENVENUTI,13 DEC 1969,ITA,10,,Roma (ITA),1996-06-05,1148,1996,105.85
7083,1:45.85,,Curtis ROBB,07 JUN 1972,GBR,2h1,,"Olympic Stadium, Atlanta, GA (USA)",1996-07-28,1148,1996,105.85
7083,1:45.85,,Benyounés LAHLOU,03 NOV 1964,MAR,1h7,,"Olympic Stadium, Atlanta, GA (USA)",1996-07-28,1148,1996,105.85
7083,1:45.85,,Patrick NDURURI,12 JAN 1969,KEN,2,,Dakar (SEN),1998-08-22,1148,1998,105.85
7083,1:45.85,,Charles MAKAU,13 MAR 1971,KEN,6f2,,Zürich (SUI),1999-08-11,1148,1999,105.85
7083,1:45.85,,René HERMS,17 JUL 1982,GER,1,,"Wattenscheid, Bochum (GER)",2002-07-07,1148,2002,105.85
7083,1:45.85,,Gary REED,25 OCT 1981,CAN,1,,Helsinki (FIN),2003-08-18,1148,2003,105.85
7083,1:45.85,,Berhanu ALEMU,16 JUL 1982,ETH,1,,"Fayetteville, AR (USA) (i)",2004-02-14,1205,2004,105.85
7083,1:45.85,,Wilfred BUNGEI,24 JUL 1980,KEN,5,,"FBK Stadium, Hengelo (NED)",2004-05-31,1148,2004,105.85
7083,1:45.85,,Bram SOM,20 FEB 1980,NED,3,,"Olympiastadion, Berlin (GER)",2004-09-12,1148,2004,105.85
7083,1:45.85,,Alfred Kirwa YEGO,28 NOV 1986,KEN,3,,Torino (ITA),2005-06-03,1148,2005,105.85
7083,1:45.85,,Justus KOECH,19 MAR 1980,KEN,5,,Nairobi (KEN),2005-06-25,1148,2005,105.85
7083,1:45.85,,Mohammed Khalaf AL AZEMI,16 JUN 1982,KUW,3h6,,"Yanmar Stadium Nagai, Osaka (JPN)",2007-08-30,1148,2007,105.85
7083,1:45.85,,Gary REED,25 OCT 1981,CAN,2sf3,,"National Stadium, Beijing (CHN)",2008-08-21,1148,2008,105.85
7083,1:45.85,,Ismail Ahmed ISMAIL,10 SEP 1984,SUD,1,,"Stade de France, Paris-St-Denis (FRA)",2009-07-17,1148,2009,105.85
7083,1:45.85,,Gary REED,25 OCT 1981,CAN,1,,"Crystal Palace, London (GBR)",2009-07-24,1148,2009,105.85
7083,1:45.85,,Ismael Kipngetich KOMBICH,16 JAN 1985,KEN,3,,Moskva (RUS),2010-06-29,1148,2010,105.85
7083,1:45.85,,Casimir LOXSOM,17 MAR 1991,USA,3sf1,,"Hayward Field, Eugene, OR (USA)",2011-06-24,1148,2011,105.85
7083,1:45.85,,Khadevis ROBINSON,19 JUL 1976,USA,1f1,,Victoria (CAN),2011-07-03,1148,2011,105.85
7083,1:45.85,,Paul RENAUDIE,02 APR 1990,FRA,8f1,,Lille (FRA),2012-06-09,1148,2012,105.85
7083,1:45.85,,Robert LATHOUWERS,08 JUL 1983,NED,5sf1,,"Olympic Stadium, London (GBR)",2012-08-07,1148,2012,105.85
7083,1:45.85,,Mark WIECZOREK,25 DEC 1984,USA,3f1,,"Portland, OR (USA)",2013-06-08,1148,2013,105.85
7083,1:45.85,,Johan CRONJE,13 APR 1982,RSA,2f2,,"Boudewijnstadion, Bruxelles (BEL)",2013-09-06,1148,2013,105.85
7083,1:45.85,,Joshua Tiampati MASIKONDE,16 AUG 1996,KEN,2,,Nairobi (KEN),2014-06-25,1148,2014,105.85
7083,1:45.85,,Harun ABDA,01 JAN 1990,USA,1f2,,Heusden-Zolder (BEL),2014-07-19,1148,2014,105.85
7083,1:45.85,,Jeffrey RISELEY,11 NOV 1986,AUS,5,,"Bregyó Athletic Center, Székesfehérvár (HUN)",2016-07-18,1148,2016,105.85
7083,1:45.85,,Job KINYOR,08 MAY 1990,KEN,2,,"Stade Raymond Petit, Tomblaine (FRA)",2017-06-28,1148,2017,105.85
7083,1:45.85,,Brandon LASATER,09 OCT 1992,USA,1f1,,"Marietta, GA (USA)",2018-05-19,1148,2018,105.85
7083,1:45.85,,Peter BOL,22 FEB 1994,AUS,1f1,,"SOPAC, Sydney (AUS)",2020-02-22,1148,2020,105.85
7083,1:45.85,,Shane STREICH,19 SEP 1996,USA,3,,"McKenzie Community Track, Vida, OR (USA)",2021-06-22,1148,2021,105.85
7083,1:45.85,,Mikuto KANEKO,06 NOV 2001,JPN,3,,"Aoba Park Athletic Field, Chitose (JPN)",2021-07-17,1148,2021,105.85
7083,1:45.85,,Moad ZAHAFI,09 MAY 1998,MAR,1f1,,"VITA Atletiek, Ninove (BEL)",2021-07-17,1148,2021,105.85
7083,1:45.85,,Tshepo TSHITE,15 JAN 1997,RSA,1,,"National Stadium, Gaborone (BOT)",2022-04-30,1148,2022,105.85
7083,1:45.85,,Tolesa BODENA,18 FEB 2000,ETH,4,,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",2022-05-07,1148,2022,105.85
7083,1:45.85,,Emmanuel Kipkurui KORIR,15 JUN 1995,KEN,5,,"Olympiastadion, Stockholm (SWE)",2022-06-30,1148,2022,105.85
7083,1:45.85,,Adrián BEN,04 AUG 1998,ESP,6,,"Olympiastadion, Stockholm (SWE)",2022-06-30,1148,2022,105.85
7083,1:45.85,,James PRESTON,08 MAY 1997,NZL,1,,"Lakeside Stadium, Melbourne (AUS)",2023-02-23,1148,2023,105.85
7083,1:45.85,,Wes FERGUSON,05 MAR 2001,USA,2f1,,"Cougar Athletic Stadium, Azusa, CA (USA)",2024-04-12,1148,2024,105.85
7083,1:45.85,,Jakub DUDYCHA,05 SEP 2005,CZE,7,,"Stadion Śląski, Chorzów (POL)",2024-05-18,1148,2024,105.85
7083,1:45.85,,Mark ENGLISH,18 MAR 1993,IRL,1f1,,"Pistes d'atletisme Gaetà Huguet, Castellón (ESP)",2024-05-22,1148,2024,105.85
7083,1:45.85,,Andreas KRAMER,13 APR 1997,SWE,3,,"Mestský Stadion, Ostrava (CZE)",2024-05-28,1148,2024,105.85
7083,1:45.85,,Tyrice TAYLOR,31 OCT 2001,JAM,5,,"Prince George's Sports and Learning Complex, Landover, MD (USA)",2024-06-04,1148,2024,105.85
7083,1:45.85,,Brad MATHAS,24 JUN 1993,NZL,2f1,,"Stedelijke Atletiekpiste, Ninove (BEL)",2024-06-28,1148,2024,105.85
7139,1:45.86,,David WOTTLE,07 AUG 1950,USA,1,,"Olympiastadion, München (GER)",1972-09-02,1147,1972,105.86
7139,1:45.86,,James ROBINSON,27 AUG 1954,USA,2,,"Eugene, OR (USA)",1976-06-21,1147,1976,105.86
7139,1:45.86,,Sri RAM SINGH,21 JUN 1950,IND,2h1,,"Olympic Stadium, Montréal (CAN)",1976-07-23,1147,1976,105.86
7139,1:45.86,,Randy WILSON,07 SEP 1955,USA,1,,"Des Moines, IA (USA)",1978-04-28,1147,1978,105.86
7139,1:45.86,,Carlo GRIPPO,08 JAN 1955,ITA,4,,Oslo (NOR),1981-07-11,1147,1981,105.86
7139,1:45.86,,Pat SCAMMELL,15 APR 1961,AUS,4,,Oslo (NOR),1982-07-07,1147,1982,105.86
7139,1:45.86,,Detlef WAGENKNECHT,03 JAN 1959,GDR,1,,Erfurt (GER),1984-05-12,1147,1984,105.86
7139,1:45.86,,James MAYS,15 AUG 1959,USA,6,,Oslo (NOR),1984-07-21,1147,1984,105.86
7139,1:45.86,,Stanley REDWINE,10 APR 1961,USA,2,,"Eugene, OR (USA)",1986-06-21,1147,1986,105.86
7139,1:45.86,,Pat SCAMMELL,15 APR 1961,AUS,4,,Edinburgh (GBR),1986-07-31,1147,1986,105.86
7139,1:45.86,,Anthony MORRELL,03 MAY 1962,GBR,5,,Athina (GRE),1988-09-03,1147,1988,105.86
7139,1:45.86,,David SHARPE,08 JUL 1967,GBR,3,,Edinburgh (GBR),1990-07-06,1147,1990,105.86
7139,1:45.86,,Johnny GRAY,19 JUN 1960,USA,1f2,,Stuttgart (GER) (i),1991-02-10,1205,1991,105.86
7139,1:45.86,,Mario VERNON-WATSON,26 APR 1971,JAM,2,,Caorle (ITA),1995-07-22,1147,1995,105.86
7139,1:45.86,,Hezekiel SEPENG,30 JUN 1974,RSA,2,,Tallinn (EST),1996-06-09,1147,1996,105.86
7139,1:45.86,,Bernard KISILU,06 DEC 1974,KEN,3,,Madrid (ESP),1996-06-12,1147,1996,105.86
7139,1:45.86,,Joachim DEHMEL,27 JUN 1969,GER,7f1,,Oslo (NOR),1996-07-05,1147,1996,105.86
7139,1:45.86,,Robert KIBET,15 DEC 1965,KEN,4,,Linz (AUT),1996-08-21,1147,1996,105.86
7139,1:45.86,,Johan BOTHA,10 JAN 1974,RSA,1,,Gent (BEL) (i),1999-02-19,1205,1999,105.86
7139,1:45.86,,Werner BOTHA,31 JAN 1978,RSA,2,,Cape Town (RSA),2000-03-31,1147,2000,105.86
7139,1:45.86,,Grant CREMER,09 JUN 1978,AUS,3h6,,"Olympic Stadium, Sydney (AUS)",2000-09-23,1147,2000,105.86
7139,1:45.86,,Michael ROTICH,14 JUL 1978,KEN,3,,Papendal (NED),2001-07-04,1147,2001,105.86
7139,1:45.86,,Nils SCHUMANN,20 MAY 1978,GER,3sf1,,"Commonwealth Stadium, Edmonton (CAN)",2001-08-05,1147,2001,105.86
7139,1:45.86,,Bram SOM,20 FEB 1980,NED,3,,Sevilla (ESP),2002-06-23,1147,2002,105.86
7139,1:45.86,,Djabir SAID-GUERNI,29 MAR 1977,ALG,5,,"Stadio Olimpico, Roma (ITA)",2002-07-12,1147,2002,105.86
7139,1:45.86,,Osmar BARBOSA DOS SANTOS,20 OCT 1968,BRA,1,,Rio de Janeiro (BRA),2002-09-29,1147,2002,105.86
7139,1:45.86,,Bram SOM,20 FEB 1980,NED,4,,Karlsruhe (GER) (i),2003-02-28,1205,2003,105.86
7139,1:45.86,,Kris MCCARTHY,15 OCT 1979,AUS,5,,Heusden-Zolder (BEL),2003-08-02,1147,2003,105.86
7139,1:45.86,,Nicholas WACHIRA,19 NOV 1982,KEN,5h2,,"Stade de France, Paris-St-Denis (FRA)",2003-08-28,1147,2003,105.86
7139,1:45.86,,Glody DUBE,02 JUL 1978,BOT,2,,Cuxhaven (GER),2004-06-26,1147,2004,105.86
7139,1:45.86,,Fabiano PECANHA,05 JUN 1982,BRA,3,,Rio de Janeiro (BRA),2005-05-15,1147,2005,105.86
7139,1:45.86,,Jeremy MIMS,15 FEB 1983,USA,4,,"Sacramento, CA (USA)",2005-06-11,1147,2005,105.86
7139,1:45.86,,Dmitriy BOGDANOV,11 APR 1979,RUS,9f1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",2006-07-11,1147,2006,105.86
7139,1:45.86,,Nick SYMMONDS,30 DEC 1983,USA,1,,"Eugene, OR (USA)",2009-06-07,1147,2009,105.86
7139,1:45.86,,Nick SYMMONDS,30 DEC 1983,USA,1,,"Eugene, OR (USA)",2009-06-28,1147,2009,105.86
7139,1:45.86,,Yuriy BORZAKOVSKIY,12 APR 1981,RUS,2h3,,"Olympiastadion, Berlin (GER)",2009-08-20,1147,2009,105.86
7139,1:45.86,,Bram SOM,20 FEB 1980,NED,7,,"Olympiastadion, Berlin (GER)",2009-08-23,1147,2009,105.86
7139,1:45.86,,Bram SOM,20 FEB 1980,NED,4,,Thessaloniki (GRE),2009-09-12,1147,2009,105.86
7139,1:45.86,,Job KINYOR,08 MAY 1990,KEN,3,,"Sports Park Mladost, Zagreb (CRO)",2010-09-01,1147,2010,105.86
7139,1:45.86,,Duane SOLOMON,28 DEC 1984,USA,5f1,,"Los Angeles, CA (USA)",2011-05-21,1147,2011,105.86
7139,1:45.86,,Duane SOLOMON,28 DEC 1984,USA,2f3,,"Los Angeles, CA (USA)",2012-05-18,1147,2012,105.86
7139,1:45.86,,Matthew CENTROWITZ,18 OCT 1989,USA,4f1,,"Portland, OR (USA)",2013-06-08,1147,2013,105.86
7139,1:45.86,,Mark WIECZOREK,25 DEC 1984,USA,3f1,,Dublin (IRL),2013-07-17,1147,2013,105.86
7139,1:45.86,,Paul ROBINSON,24 MAY 1991,IRL,4f1,,Dublin (IRL),2013-07-17,1147,2013,105.86
7139,1:45.86,,Elijah GREER,24 OCT 1990,USA,1f1,,"Los Angeles, CA (USA)",2014-05-15,1147,2014,105.86
7139,1:45.86,,Kipyegon BETT,01 FEB 1998,KEN,2,,"Pascual Guerrero Stadium, Cali (COL)",2015-07-18,1147,2015,105.86
7139,1:45.86,,Amine EL MANAOUI,20 NOV 1991,MAR,2h4,,"National Stadium, Beijing (CHN)",2015-08-22,1147,2015,105.86
7139,1:45.86,,Elliot GILES,26 MAY 1994,GBR,3h3,,"Olympic Stadium, London (GBR)",2017-08-05,1147,2017,105.86
7139,1:45.86,,Devin DIXON,22 SEP 1997,USA,5,,"Eugene, OR (USA)",2018-06-08,1147,2018,105.86
7139,1:45.86,,Guy LEARMONTH,20 APR 1992,GBR,10,,"Stade Olympique de la Pontaise, Lausanne (SUI)",2019-07-05,1147,2019,105.86
7139,1:45.86,,Collins KIPRUTO,12 APR 1994,KEN,1,,"Arena, Toruń (POL) (i)",2020-02-08,1205,2020,105.86
7139,1:45.86,,Andreas KRAMER,13 APR 1997,SWE,1f1,,"Slottsskogsvallen, Göteborg (SWE)",2020-07-25,1147,2020,105.86
7139,1:45.86,,Joseph DENG,07 JUL 1998,AUS,3,,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",2020-08-19,1147,2020,105.86
7139,1:45.86,,Bryce HOPPEL,05 SEP 1997,USA,5,,"Suhaim bin Hamad Stadium, Doha (QAT)",2020-09-25,1147,2020,105.86
7139,1:45.86,,Djamel SEDJATI,03 MAY 1999,ALG,2,,"Stade Annexe du 5 Juillet, Algiers (ALG)",2021-05-07,1147,2021,105.86
7139,1:45.86,,Jonathan KITILIT,06 JUL 1995,KEN,2,,"Nyayo National Stadium, Nairobi (KEN)",2021-05-16,1147,2021,105.86
7139,1:45.86,,Marcin LEWANDOWSKI,13 JUN 1987,POL,8f1,,"Stade Delort, Marseille (FRA)",2021-06-09,1147,2021,105.86
7139,1:45.86,,Gabriel TUAL,09 APR 1998,FRA,9,,"Stadion Śląski, Chorzów (POL)",2021-09-05,1147,2021,105.86
7139,1:45.86,,Slimane MOULA,25 FEB 1999,ALG,1f4,,"Stade Annexe du 5 Juillet, Algiers (ALG)",2022-03-26,1147,2022,105.86
7139,1:45.86,,Collins KIPRUTO,12 APR 1994,KEN,7,,"Olympiastadion, Stockholm (SWE)",2022-06-30,1147,2022,105.86
7139,1:45.86,,Konstantin TOLOKONNIKOV,26 FEB 1996,RUS,1,,"Olympic Stadium, Cheboksary (RUS)",2022-08-03,1147,2022,105.86
7139,1:45.86,,Sigurd TVEIT,16 MAR 2000,NOR,2f1,,"Sports Park Mladost, Zagreb (CRO)",2022-09-11,1147,2022,105.86
7139,1:45.86,,Luke BOYES,05 NOV 2003,AUS,1,,"ES Marks Athletics Field, Sydney (AUS)",2024-03-23,1147,2024,105.86
7139,1:45.86,,Rivaldo MARSHALL,17 OCT 2001,JAM,1f2,,"Univ. of Arizona Roy P. Drachman Stadium, Tucson, AZ (USA)",2024-04-06,1147,2024,105.86
7139,1:45.86,,Abedin MUJEZINOVIĆ,02 JUN 1993,BIH,6,,"Campo di Atletica, Asti (ITA)",2024-05-23,1147,2024,105.86
7139,1:45.86,,Peyton CRAIG,28 MAR 2005,AUS,2f1,,"Stade d'Athletisme Pierre Voillequin, Troyes (FRA)",2024-06-16,1147,2024,105.86
7139,1:45.86,,Renier DE VILLIERS,01 APR 2002,RSA,3f1,,"Stedelijke Atletiekpiste, Ninove (BEL)",2024-06-28,1147,2024,105.86
7206,1:45.87,,Mike BOIT,06 JAN 1949,KEN,1sf3,,"Olympiastadion, München (GER)",1972-09-01,1147,1972,105.87
7206,1:45.87,,Danie MALAN,26 JUN 1950,RSA,1,,Pretoria (RSA),1974-04-26,1147,1974,105.87
7206,1:45.87,,Mike BOIT,06 JAN 1949,KEN,1,,Warszawa (POL),1976-08-22,1147,1976,105.87
7206,1:45.87,,Viktor KALINKIN,23 FEB 1960,URS,3,,Torino (ITA),1984-06-03,1147,1984,105.87
7206,1:45.87,,David PATRICK,12 JUN 1960,USA,5,,"Los Angeles, CA (USA)",1985-05-18,1147,1985,105.87
7206,1:45.87,,Marcus O'SULLIVAN,22 DEC 1961,IRL,3f2,,"Olympiastadion, Berlin (GER)",1985-08-23,1147,1985,105.87
7206,1:45.87,,Joachim DEHMEL,27 JUN 1969,GER,2f2,,"Letzigrund, Zürich (SUI)",1991-08-07,1147,1991,105.87
7206,1:45.87,,Simon KEMBOI,01 MAR 1967,KEN,1f2,,Rieti (ITA),1993-09-05,1147,1993,105.87
7206,1:45.87,,Piotr PIEKARSKI,10 APR 1964,POL,4,,Roma (ITA),1995-09-15,1147,1995,105.87
7206,1:45.87,,Alex MORGAN,27 DEC 1972,JAM,2,,"Fairfax, VA (USA)",1996-05-19,1147,1996,105.87
7206,1:45.87,,Rich KENAH,04 AUG 1970,USA,4,,"Eugene, OR (USA)",1996-05-26,1147,1996,105.87
7206,1:45.87,,Fred ONYANCHA,25 DEC 1969,KEN,1,,Salamanca (ESP),1996-07-05,1147,1996,105.87
7206,1:45.87,,Johnny GRAY,19 JUN 1960,USA,1h5,,"Olympic Stadium, Atlanta, GA (USA)",1996-07-28,1147,1996,105.87
7206,1:45.87,,Brandon ROCK,07 AUG 1972,USA,sf,,"Indianapolis, IN (USA)",1997-06-12,1147,1997,105.87
7206,1:45.87,,Noah NGENY,02 NOV 1978,KEN,3,,Caorle (ITA),1998-06-13,1147,1998,105.87
7206,1:45.87,,Urmet UUSORG,27 SEP 1976,EST,1,,Helsinki (FIN),1999-06-10,1147,1999,105.87
7206,1:45.87,,Bryan WOODWARD,03 MAR 1974,USA,1,,"Raleigh, NC (USA)",1999-06-12,1147,1999,105.87
7206,1:45.87,,Osmar BARBOSA DOS SANTOS,20 OCT 1968,BRA,1,,Rio de Janeiro (BRA),2000-08-06,1147,2000,105.87
7206,1:45.87,,Henry ROTICH,05 DEC 1981,KEN,1,,Lapinlahti (FIN),2001-07-22,1147,2001,105.87
7206,1:45.87,,Wilson KIPKETER,12 DEC 1972,DEN,2,,"National Indoor Arena, Birmingham (GBR) (i)",2003-03-16,1204,2003,105.87
7206,1:45.87,,Ismail Ahmed ISMAIL,10 SEP 1984,SUD,3,,Brazzaville (CGO),2004-07-17,1147,2004,105.87
7206,1:45.87,,Nicholas WACHIRA,19 NOV 1982,KEN,8,,Rovereto (ITA),2004-09-08,1147,2004,105.87
7206,1:45.87,,Mohammed Obaid AL SALHI,11 MAY 1986,KSA,1f2,,"Stadio Olimpico, Roma (ITA)",2005-07-08,1147,2005,105.87
7206,1:45.87,,Juan Carlos HIGUERO,03 AUG 1978,ESP,7,,Madrid (ESP),2007-07-21,1147,2007,105.87
7206,1:45.87,,Nick WILLIS,25 APR 1983,NZL,4,,"Icahn Stadium, New York, NY (USA)",2008-05-31,1147,2008,105.87
7206,1:45.87,,Paweł CZAPIEWSKI,30 MAR 1978,POL,6,,Ostrava (CZE),2008-06-12,1147,2008,105.87
7206,1:45.87,,Ismail Ahmed ISMAIL,10 SEP 1984,SUD,2h5,,"National Stadium, Beijing (CHN)",2008-08-20,1147,2008,105.87
7206,1:45.87,,Boaz Kiplagat LALANG,08 FEB 1989,KEN,3sf3,,"National Stadium, Beijing (CHN)",2008-08-21,1147,2008,105.87
7206,1:45.87,,Moise JOSEPH,27 DEC 1981,HAI,5sf3,,"Olympiastadion, Berlin (GER)",2009-08-21,1147,2009,105.87
7206,1:45.87,,Jakub HOLUŠA,20 FEB 1988,CZE,5,,"Mestský Stadion, Ostrava (CZE)",2010-05-27,1147,2010,105.87
7206,1:45.87,,Nick SYMMONDS,30 DEC 1983,USA,4sf1,,"Hayward Field, Eugene, OR (USA)",2011-06-24,1147,2011,105.87
7206,1:45.87,,Felix KITUR,17 APR 1987,KEN,1f1,,"Los Angeles, CA (USA)",2013-06-01,1147,2013,105.87
7206,1:45.87,,Ronald MUSAGALA,16 DEC 1992,UGA,5sf3,,"Luzhniki Stadion, Moskva (RUS)",2013-08-11,1147,2013,105.87
7206,1:45.87,,Edwin Kiplagat MELLY,23 APR 1994,KEN,3,,Beijing (CHN),2014-05-21,1147,2014,105.87
7206,1:45.87,,Brandon MCBRIDE,15 JUN 1994,CAN,1h2,,"Starkville, MS (USA)",2015-05-15,1147,2015,105.87
7206,1:45.87,,Job KINYOR,08 MAY 1990,KEN,5,,"Hayward Field, Eugene, OR (USA)",2015-05-30,1147,2015,105.87
7206,1:45.87,,Abraham Kipchirchir ROTICH,26 SEP 1993,BRN,2f1,,Heusden-Zolder (BEL),2015-07-18,1147,2015,105.87
7206,1:45.87,,Jonathan KITILIT,06 JUL 1995,KEN,2f1,,Herzogenaurach (GER),2016-05-14,1147,2016,105.87
7206,1:45.87,,Willy Kiplimo TARBEI,30 MAY 1998,KEN,1,,"FBK Stadium, Hengelo (NED)",2016-05-22,1147,2016,105.87
7206,1:45.87,,Abdelati EL GUESSE,27 FEB 1993,MAR,4,,Šamorín (SVK),2016-06-04,1147,2016,105.87
7206,1:45.87,,Boitumelo MASILO,05 AUG 1995,BOT,1f1,,Kortrijk (BEL),2016-07-09,1147,2016,105.87
7206,1:45.87,,Antoine GAKEME,24 DEC 1991,BDI,6,,"Bregyó Athletic Center, Székesfehérvár (HUN)",2016-07-18,1147,2016,105.87
7206,1:45.87,,Boris BERIAN,19 DEC 1992,USA,3h1,,"Estádio Olímpico, Rio de Janeiro (BRA)",2016-08-12,1147,2016,105.87
7206,1:45.87,,Andreas BUBE,13 JUL 1987,DEN,7sf2,,"Estádio Olímpico, Rio de Janeiro (BRA)",2016-08-13,1147,2016,105.87
7206,1:45.87,,Marcin LEWANDOWSKI,13 JUN 1987,POL,7,,"Shanghai Stadium, Shanghai (CHN)",2017-05-13,1147,2017,105.87
7206,1:45.87,,Edose IBADIN,27 FEB 1993,USA,2f1,,"Nashville, TN (USA)",2017-06-10,1147,2017,105.87
7206,1:45.87,,Álvaro DE ARRIBA,02 JUN 1994,ESP,4f1,,Huelva (ESP),2017-06-14,1147,2017,105.87
7206,1:45.87,,Bryce HOPPEL,05 SEP 1997,USA,1f2,,"Fayetteville, AR (USA)",2019-04-26,1147,2019,105.87
7206,1:45.87,,Kyle LANGFORD,02 FEB 1996,GBR,2,,"FBK Stadium, Hengelo (NED)",2019-06-09,1147,2019,105.87
7206,1:45.87,,Jamal HAIRANE,26 MAY 1993,QAT,7,,"Suhaim bin Hamad Stadium, Doha (QAT)",2021-05-28,1147,2021,105.87
